danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,duration_ms,time_signature,song_name,artist_name,popularity
0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,audio_features,5QDLhrAOJJdNAmCTJ8xMyW,199054,4,Dynamite,BTS,82
0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,audio_features,4CeeEOM32jQcH3eN9Q2dGj,301920,4,Smells Like Teen Spirit,Nirvana,84
0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,audio_features,0SiywuOBRcynK0uKGWdCnn,294573,4,Bad Romance,Lady Gaga,84
0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,audio_features,0SiywuOBRcynK0uKGWdCnn,294573,4,Bad Romance,Lady Gaga,84
0.761,0.838,4,-3.073,0,0.0502,0.4,0.0,0.176,0.71,93.974,audio_features,3AEZUABDXNtecAOSC1qTfo,222560,4,Reggaetón Lento (Bailemos),CNCO,74
0.696,0.817,1,-3.862,1,0.109,0.075,0.0,0.187,0.782,98.064,audio_features,6kex4EBAj0WHXDKZMEJaaF,216409,4,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,76
0.815,0.834,4,-2.828,0,0.0475,0.0327,0.000268,0.27,0.692,129.989,audio_features,4uOBL4DDWWVx4RhYKlPbPC,161240,4,Queencard,(G)I-DLE,83
0.815,0.834,4,-2.828,0,0.0475,0.0327,0.000268,0.27,0.692,129.989,audio_features,4uOBL4DDWWVx4RhYKlPbPC,161240,4,Queencard,(G)I-DLE,83
0.739,0.821,1,-4.233,1,0.0852,0.222,9.6e-06,0.311,0.693,171.077,audio_features,1m69ELEgE6k5ZWsap40ozt,188080,4,Se Preparó,Ozuna,80
0.645,0.862,11,-4.761,0,0.0845,0.0933,0.0,0.193,0.803,119.947,audio_features,4a9tbd947vo9K8Vti9JwcI,229773,4,Boy With Luv (feat. Halsey),BTS,78
0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,audio_features,50kpGaPAhYJ3sGmk6vplg0,233720,4,Love Yourself,Justin Bieber,86
0.899,0.626,6,-4.228,0,0.292,0.076,0.0,0.0631,0.873,88.007,audio_features,7gcMKL3lnDxsp4bIXyv6Zk,234320,4,Shaky Shaky,Daddy Yankee,65
0.675,0.868,1,-6.36,1,0.0392,0.00107,0.715,0.374,0.0376,128.007,audio_features,0A9mHc7oYUoCECqByV8cQR,304229,4,Animals,Martin Garrix,70
0.742,0.859,10,-4.942,1,0.0482,0.0824,0.0,0.359,0.652,95.046,audio_features,0JcNysfWVWaMS7R6vzGB2k,194742,4,Robarte un Beso,Carlos Vives,77
0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,audio_features,60a0Rd6pjrkxjPbaKzXjfq,216880,4,In the End,Linkin Park,89
0.778,0.547,2,-7.273,1,0.0489,0.346,0.000302,0.132,0.441,95.002,audio_features,1mKXFLRA179hdOWQBwUk9e,242733,4,Just Give Me a Reason (feat. Nate Ruess),P!nk,84
0.512,0.451,5,-7.222,0,0.131,0.161,0.0,0.0672,0.368,80.04,audio_features,47ZS1OjnJpJVfGN9yHXfMn,367680,4,Toda Remix - Remix,Alex Rose,74
0.563,0.67,11,-7.686,0,0.0287,0.0558,0.0,0.0979,0.366,134.325,audio_features,6ZGd4ygnoSk8VDvLUWiuU9,253947,4,What's Up? - Single Version,4 Non Blondes,51
0.748,0.868,5,-2.296,0,0.0533,0.0225,4.85e-06,0.367,0.513,124.952,audio_features,5nIjOnMbC0QDMrYFLGx0yV,240613,4,BOOMBAYAH - Japanese Version,BLACKPINK,60
0.745,0.944,0,-3.959,1,0.134,0.21,1.45e-06,0.333,0.951,179.991,audio_features,0Gx4VrHzS7pZOEAGrmXXBH,229510,4,La Bicicleta,Carlos Vives,76
0.664,0.714,7,-6.645,0,0.111,0.0353,8.42e-06,0.0843,0.71,101.969,audio_features,0vbtURX4qv1l7besfwmnD8,197933,4,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,82
0.759,0.54,9,-6.039,0,0.0287,0.037,0.0,0.0945,0.75,116.947,audio_features,0TK2YIli7K1leLovkQiNik,190960,4,Señorita,Shawn Mendes,80
0.722,0.738,9,-6.073,0,0.247,0.328,1.47e-05,0.198,0.748,198.075,audio_features,5cepAtqnEQ6yVG6088zMMu,184720,4,Corazón (feat. Nego do Borel),Maluma,72
0.693,0.639,3,-5.215,1,0.0402,0.155,0.0,0.242,0.635,94.128,audio_features,1E6EwZziD55AK437Ra0b99,210280,4,Lehanga,Jass Manak,68
0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,audio_features,3B54sVLJ402zGa6Xm4YGNe,233902,4,Unforgettable,French Montana,86
0.818,0.803,1,-4.282,1,0.0797,0.034,0.0,0.153,0.632,106.97,audio_features,6b8Be6ljOzmkOmFslEb23P,225983,4,24K Magic,Bruno Mars,82
0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,audio_features,6YUTL4dYpB9xZO5qExPf05,222533,4,Summer,Calvin Harris,83
0.627,0.336,6,-18.266,1,0.0543,0.972,0.869,0.109,0.392,125.033,audio_features,3ggovufLCdvloYXN24X3pX,357213,4,Sweet Child O' Mine (made famous by Guns N' Roses),Guns N' Roses,8
0.709,0.517,5,-7.047,1,0.0535,0.49,0.0,0.0729,0.559,82.034,audio_features,5RYtz3cpYb28SV8f1FBtGc,223315,4,I’m Not The Only One (feat. A$AP Rocky),Sam Smith,52
0.596,0.73,9,-4.091,1,0.151,0.24,0.0,0.325,0.524,85.979,audio_features,3Ek7BRwu6eO2kSeNMlZC1A,192560,4,Hey Mama,David Guetta,53
0.358,0.557,10,-7.398,1,0.059,0.695,0.0,0.0902,0.494,85.043,audio_features,5uCax9HTNlzGybIStD3vDh,211467,4,Say You Won't Let Go,James Arthur,88
0.305,0.95,6,-3.85,1,0.0962,0.0166,0.00358,0.852,0.378,127.568,audio_features,5kOlvawJm7V3N9hXsZcNNY,469107,4,"Sweet Child O' Mine - Live In New York, Ritz Theatre - May 16, 1991",Guns N' Roses,32
0.738,0.868,11,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003,audio_features,22mek4IiqubGD9ctzxc69s,212640,4,How Deep Is Your Love,Calvin Harris,80
0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,audio_features,5FVd6KXrgO9B3JPmC8OPst,272394,4,Do I Wanna Know?,Arctic Monkeys,90
0.775,0.799,0,-8.045,1,0.0872,0.215,0.0292,0.0494,0.922,117.104,audio_features,0F5D6ljXbZE2RcGR6msh2B,160052,4,El Pollito Pio - Radio Edit,Pulcino Pio,42
0.602,0.648,2,-6.905,1,0.103,0.0104,0.0,0.217,0.174,170.091,audio_features,6qAcApH8obo8eqatCKUHd9,199773,4,Bad Blood (feat. Kendrick Lamar) (Taylor's Version),Taylor Swift,82
0.736,0.79,11,-6.444,0,0.118,0.425,0.00445,0.136,0.798,216.04,audio_features,2wARCwO6l5dQvIEjxdAG0H,88229,4,52 Gaj Ka Daman,Yashvi Singh,7
0.878,0.723,3,-3.334,0,0.102,0.00227,0.0,0.0516,0.619,126.01,audio_features,2BWd1qRu8mc6H0HbDtn8Dr,194547,4,Gentleman,PSY,51
0.816,0.726,5,-3.998,0,0.129,0.099,0.0,0.372,0.65,136.048,audio_features,58q2HKrzhC3ozto2nDdN4z,253390,4,I Like It,Cardi B,79
0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,audio_features,20I6sIOMTCkB6w7ryavxtO,193400,4,Call Me Maybe,Carly Rae Jepsen,84
0.832,0.608,6,-6.042,0,0.0385,0.282,0.0,0.0761,0.589,94.013,audio_features,5Fim1gaXBgsiFfsQAfQSDS,198707,4,Hasta el Amanecer,Nicky Jam,73
0.832,0.608,6,-6.042,0,0.0385,0.282,0.0,0.0761,0.589,94.013,audio_features,5Fim1gaXBgsiFfsQAfQSDS,198707,4,Hasta el Amanecer,Nicky Jam,73
0.88,0.59,11,-6.229,1,0.0668,0.122,0.0,0.04,0.512,101.958,audio_features,7FDQl9PJ3AiI3EdzpexKJY,136202,4,Escapate conmigo vs bombona (Mashup),GianGallia,41
0.746,0.754,1,-6.684,1,0.0676,0.0152,0.0,0.0486,0.746,149.882,audio_features,3zkWCteF82vJwv0hRLba76,206880,4,Stitches,Shawn Mendes,83
0.559,0.777,1,-5.031,1,0.0432,0.31,0.0,0.105,0.329,87.016,audio_features,2GgxS8bUT5G25QJTsfSv0R,231212,4,Burn,Ellie Goulding,67
0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,audio_features,2VxeLyX666F8uXCJ0dZF8B,215733,4,Shallow,Lady Gaga,86
0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,audio_features,2VxeLyX666F8uXCJ0dZF8B,215733,4,Shallow,Lady Gaga,86
0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146,audio_features,3a1lNhkSLSkpJE4MSHpDu9,220293,4,Congratulations,Post Malone,84
0.444,0.479,5,-5.586,1,0.0436,0.454,0.0,0.095,0.315,89.892,audio_features,0mJTAdmY8olbGQjopDYff3,196044,4,Vaaste,Dhvani Bhanushali,70
0.813,0.787,11,-4.254,1,0.0777,0.0452,0.000107,0.0506,0.326,130.018,audio_features,6bvZRLLkBKkmgpBJTTj3QK,180956,4,How You Like That,BLACKPINK,82
0.813,0.787,11,-4.254,1,0.0777,0.0452,0.000107,0.0506,0.326,130.018,audio_features,6bvZRLLkBKkmgpBJTTj3QK,180956,4,How You Like That,BLACKPINK,82
0.813,0.787,11,-4.254,1,0.0777,0.0452,0.000107,0.0506,0.326,130.018,audio_features,6bvZRLLkBKkmgpBJTTj3QK,180956,4,How You Like That,BLACKPINK,82
0.775,0.613,3,-4.586,0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,audio_features,5cF0dROlMOK5uNZtivgu50,208787,4,Attention,Charlie Puth,87
0.599,0.775,1,-3.997,0,0.0542,0.022,0.0,0.0669,0.703,129.817,audio_features,2ngmiq1KoYn3x25VOmvd8F,223123,4,DNA,BTS,66
0.616,0.989,9,-1.698,0,0.0483,0.166,0.0,0.172,0.902,95.036,audio_features,0OMRAvrtLWE2TvcXorRiB9,203160,4,La Gozadera (feat. Marc Anthony),Gente De Zona,75
0.616,0.989,9,-1.698,0,0.0483,0.166,0.0,0.172,0.902,95.036,audio_features,0OMRAvrtLWE2TvcXorRiB9,203160,4,La Gozadera (feat. Marc Anthony),Gente De Zona,75
0.523,0.674,8,-4.832,0,0.0328,0.771,0.0,0.139,0.239,114.058,audio_features,0JChw6k59cZxegh0SGceE1,342024,4,Zaroori Tha,Rahat Fateh Ali Khan,68
0.55,0.581,2,-5.94,1,0.0342,0.645,0.0,0.756,0.257,133.924,audio_features,3xrpI0GqWNMjMDOdXUOnK3,197800,4,Lo Aprendí de Ti - HA-ASH Primera Fila - Hecho Realidad [En Vivo],Ha*Ash,75
0.687,0.745,6,-4.432,1,0.0379,0.178,1.59e-05,0.111,0.435,129.966,audio_features,1GEBsLDvJGw7kviySRI6GX,232120,4,You Belong With Me,Taylor Swift,76
0.494,0.687,1,-8.535,1,0.227,0.234,0.000565,0.17,0.616,88.446,audio_features,2DIZaYKZQgykijd9g4SVd2,281440,3,Rowdy Baby,Dhanush,55
0.332,0.214,4,-12.518,1,0.0349,0.845,5.62e-06,0.0839,0.11,67.531,audio_features,4eHbdreAnSOrDDsFfc4Fpm,271093,4,I Will Always Love You,Whitney Houston,79
0.714,0.817,0,-2.666,1,0.0415,0.502,0.0,0.133,0.742,97.999,audio_features,1lmlnzzhar85tYV5TXl2qj,160636,4,"Laung Laachi Title Track (From ""Laung Laachi"")",Mannat Noor,0
0.884,0.559,0,-7.442,1,0.12,0.0236,0.0,0.101,0.342,97.994,audio_features,5IaHrVsrferBYDm0bDyABy,232959,4,Taste (feat. Offset),Tyga,72
0.688,0.822,0,-3.304,1,0.0537,0.0642,0.0,0.241,0.66,91.011,audio_features,7nKBxz47S9SD79N086fuhn,207680,4,SUBEME LA RADIO,Enrique Iglesias,70
0.649,0.815,3,-3.796,0,0.0415,0.00125,4.31e-05,0.671,0.765,126.03,audio_features,455AfCsOhhLPRc68sE01D8,230747,4,Last Friday Night (T.G.I.F.),Katy Perry,75
0.727,0.552,2,-8.074,0,0.14,0.227,0.000164,0.198,0.607,168.189,audio_features,0ARK753YaiJbpLUk7z5yIM,289160,4,Dilemma,Nelly,81
0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0153,0.036,0.847,117.046,audio_features,5ChkMS8OtdzJeqyybCc9R5,293827,4,Billie Jean,Michael Jackson,83
0.638,0.924,7,-3.887,1,0.036,0.00205,0.000175,0.149,0.53,111.995,audio_features,69uxyAqqPIsUyTO8txoP2M,263787,4,Adventure of a Lifetime,Coldplay,83
0.422,0.712,11,-5.907,0,0.1,0.273,0.0,0.051,0.471,78.454,audio_features,2CvOqDpQIMw69cCzWqr5yr,261160,4,Halo,Beyoncé,77
0.837,0.784,7,-4.531,0,0.101,0.175,0.0,0.0897,0.748,94.036,audio_features,1G586ld1gbaECg4Bc6w40O,217653,4,No Me Acuerdo,Thalia,68
0.726,0.787,4,-2.494,1,0.0737,0.009,0.0,0.0596,0.888,124.99,audio_features,4cluDES4hQEUhmXj6TXkSo,199987,4,What Makes You Beautiful,One Direction,85
0.721,0.939,8,-11.823,1,0.0376,0.115,3.79e-05,0.108,0.914,113.309,audio_features,4PTG3Z6ehGkBFwjybzWkR8,213573,4,Never Gonna Give You Up,Rick Astley,78
0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.061,audio_features,3Ueq2zboxwAbsvHrOjdEqz,210368,4,MIA (feat. Drake),Bad Bunny,66
0.309,0.649,7,-8.994,1,0.035,0.0158,0.00591,0.367,0.312,166.915,audio_features,7EZC6E7UjZe63f1jRmkWxt,306440,4,Zombie,The Cranberries,85
0.483,0.894,9,-3.9,1,0.223,0.0407,0.0,0.282,0.278,139.858,audio_features,69yfbpvmkIaB10msnKT7Q5,276040,4,Radioactive,Imagine Dragons,65
0.803,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085,audio_features,7k4t7uLgtOxPwTpFmtJNTY,200960,4,Tusa,KAROL G,77
0.765,0.473,10,-5.829,1,0.0514,0.287,0.0,0.391,0.34,119.992,audio_features,5kqIPrATaCc2LqxVWzQGbk,237300,4,7 Years,Lukas Graham,86
0.636,0.896,0,-3.755,1,0.0989,0.175,0.0,0.112,0.319,102.074,audio_features,4jCodMLVA5tV5MhPrspTfV,217822,4,BEBE (feat. Anuel AA),6ix9ine,70
0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,0.476,91.873,audio_features,1mXVgsBdtIVeCLJnSnmtdV,201000,4,Too Good At Goodbyes,Sam Smith,87
0.807,0.803,11,-4.156,1,0.126,0.602,0.00853,0.136,0.706,91.987,audio_features,5W83ErFkO3aKAIS1WMi6u0,258800,4,Secreto,Anuel AA,75
0.581,0.963,11,-4.087,1,0.0981,0.0295,0.0,0.139,0.788,129.992,audio_features,3cHyrEgdyYRjgJKSOiOtcS,204160,4,Timber (feat. Ke$ha),Pitbull,83
0.456,0.777,4,-3.282,1,0.417,0.493,0.0,0.414,0.662,178.168,audio_features,1vUzNoTHAfwA8LZ9hD4db7,185104,3,Tu No Vive Asi - Dominican Remix,Quimico Ultra Mega,3
0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989,audio_features,2Z8WuEywRWYTKe1NybPQEW,214507,4,Ride,Twenty One Pilots,84
0.638,0.832,8,-5.039,1,0.049,0.141,0.0,0.113,0.648,124.071,audio_features,1mXuMM6zjPgjL4asbBsgnt,227893,4,Firework,Katy Perry,71
0.683,0.691,8,-5.535,1,0.0432,0.243,0.0,0.14,0.732,179.91,audio_features,3umS4y3uQDkqekNjVpiRUs,219507,4,El Amante,Nicky Jam,70
0.757,0.711,1,-4.643,0,0.0349,0.36,0.0,0.121,0.817,139.962,audio_features,6cJLfIqwh0tCKRjYM3WpZ5,206933,4,Darte un Beso,Prince Royce,76
0.766,0.709,9,-6.471,0,0.123,0.204,1.41e-05,0.126,0.506,128.07,audio_features,1P17dC1amhFzptugyAO7Il,211853,4,Look What You Made Me Do,Taylor Swift,87
0.716,0.804,0,-6.374,1,0.0881,0.00395,0.51,0.0941,0.811,130.301,audio_features,6VoLV3k4mSho8mcTkCLn15,159289,4,Danza Kuduro,Made famous by Don Omar ft. Lucenzo,13
0.433,0.431,2,-6.422,1,0.0367,0.169,0.0,0.307,0.722,177.732,audio_features,63bmZnBN1CiJ9sA4qTEe8y,199320,4,Adiós Amor,Christian Nodal,78
0.438,0.446,2,-5.146,1,0.035,0.326,0.0,0.319,0.711,177.82,audio_features,4FVQNfAYwbU6UGmsKCuBpb,202293,4,Adiós Amor,Christian Nodal,44
0.628,0.69,8,-5.83,1,0.0511,0.443,0.0,0.113,0.66,179.908,audio_features,7qCAVkHWZkF44OzOUKf8Cr,205907,4,El Perdón (with Enrique Iglesias),Nicky Jam,76
0.628,0.69,8,-5.83,1,0.0511,0.443,0.0,0.113,0.66,179.908,audio_features,7qCAVkHWZkF44OzOUKf8Cr,205907,4,El Perdón (with Enrique Iglesias),Nicky Jam,76
0.628,0.69,8,-5.83,1,0.0511,0.443,0.0,0.113,0.66,179.908,audio_features,7qCAVkHWZkF44OzOUKf8Cr,205907,4,El Perdón (with Enrique Iglesias),Nicky Jam,76
0.817,0.672,11,-5.612,0,0.299,0.441,0.0,0.13,0.774,93.999,audio_features,6K5BsR04ijf3FHNzjbaagD,332240,4,Si Se Da - Remix,Myke Towers,78
0.817,0.672,11,-5.612,0,0.299,0.441,0.0,0.13,0.774,93.999,audio_features,6K5BsR04ijf3FHNzjbaagD,332240,4,Si Se Da - Remix,Myke Towers,78
0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,audio_features,4MzXwWMhyBbmu6hOcLVD49,205090,4,DÁKITI,Bad Bunny,80
0.681,0.292,0,-10.625,1,0.0471,0.0653,0.977,0.147,0.216,81.008,audio_features,2qvcTK9ZGm5vxtNOirNGJ2,240733,4,Gangsta's Paradise (Re-Recorded/Re-Mastered Version) (Instrumental Stems),Coolio,26
0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,audio_features,37BZB0z9T8Xu7U3e65qxFy,191014,4,Save Your Tears (with Ariana Grande) (Remix),The Weeknd,83
0.704,0.691,6,-5.414,1,0.158,0.255,0.0,0.129,0.427,143.982,audio_features,5lhcHMDQpNwhM62lSOrvLf,270493,4,Ahora Dice,Chris Jedi,75
0.66,0.805,1,-5.352,0,0.153,0.0192,8.83e-06,0.159,0.625,103.008,audio_features,7vS3Y0IKjde7Xg85LWIEdP,193920,4,Problem,Ariana Grande,77
0.706,0.804,1,-5.378,0,0.0601,0.0125,0.0,0.332,0.211,100.052,audio_features,63OshgWbxCtI1WHb5C0Txd,219400,4,Work - R3hab Remix,Rihanna,47
0.812,0.879,1,-10.998,0,0.0397,0.0167,0.224,0.366,0.962,129.991,audio_features,5ZrDlcxIDZyjOzHdYW1ydr,197960,4,Barbie Girl,Aqua,80
0.708,0.843,7,-2.66,1,0.314,0.397,0.0,0.799,0.625,148.14,audio_features,6or1bKJiZ06IlK0vFvY75k,363521,4,Rap God,Eminem,80
0.816,0.775,11,-3.323,1,0.234,0.16,0.00031,0.0543,0.527,93.431,audio_features,503OTo2dSqe7qk76rgsbep,270587,4,Still D.R.E.,Dr. Dre,84
0.606,0.85,11,-3.952,1,0.183,0.0114,1.01e-06,0.206,0.542,170.01,audio_features,01380RE6UfsPSdiUIwrCoH,307676,4,MIC Drop (Steve Aoki Remix) - Full Length Edition,BTS,71
0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,audio_features,57bgtoPSgt236HzfBOd8kj,292880,4,Thunderstruck,AC/DC,85
0.617,0.629,9,-6.769,0,0.0489,0.0121,0.89,0.129,0.276,107.963,audio_features,1u3hCSSOllVyCkbwhPHZRa,215587,4,Can't Feel My Face (In the Style of the Weeknd) [Instrumental Version],The Karaoke Studio,0
0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,audio_features,0lYBSQXN6rCTvUZvg9S0lU,205947,4,Let Me Love You,DJ Snake,86
0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,audio_features,0lYBSQXN6rCTvUZvg9S0lU,205947,4,Let Me Love You,DJ Snake,86
0.612,0.28,0,-8.648,1,0.0434,0.932,0.0,0.088,0.387,72.795,audio_features,0nJW01T7XtvILxQgC5J7Wh,213827,4,When I Was Your Man,Bruno Mars,90
0.485,0.477,9,-9.254,0,0.0288,0.00372,0.0,0.105,0.238,91.04,audio_features,7xYpyehLlazBV5WDxdrZM7,217099,4,Lut Gaye Lofi Mix,Jubin Nautiyal,32
0.67,0.668,3,-4.306,0,0.0422,0.536,0.0,0.133,0.608,88.033,audio_features,0bMbDctzMmTyK2j74j3nF3,179053,4,"Alone, Pt. II",Alan Walker,74
0.67,0.668,3,-4.306,0,0.0422,0.536,0.0,0.133,0.608,88.033,audio_features,0bMbDctzMmTyK2j74j3nF3,179053,4,"Alone, Pt. II",Alan Walker,74
0.671,0.153,0,-13.569,1,0.0404,0.912,5.53e-05,0.0771,0.658,85.6,audio_features,4yDjzVhXig9tfO7Zv46FE8,211933,4,Over the Rainbow,Israel Kamakawiwo'ole,64
0.778,0.824,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024,audio_features,3ZFTkvIE7kyPt6Nu3PEa7V,218093,4,Hips Don't Lie (feat. Wyclef Jean),Shakira,86
0.768,0.86,8,-2.234,1,0.0733,0.141,0.0,0.0603,0.489,125.032,audio_features,5m8wiO2ySMpCtYSwHatWQr,212773,4,AS IF IT’S YOUR LAST - Japanese Version,BLACKPINK,58
0.778,0.317,1,-10.732,0,0.334,0.592,0.0,0.0881,0.327,140.048,audio_features,6ocbgoVGwYJhOv1GgI9NsF,178627,4,7 rings,Ariana Grande,85
0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,audio_features,1HNkqx9Ahdgi1Ixy2xkKkL,258987,4,Photograph,Ed Sheeran,87
0.846,0.787,8,-10.146,1,0.0402,0.0865,0.0,0.0353,0.971,129.933,audio_features,6sYVTOAJVhzGpYY1NB4WD1,94592,4,Soy una Taza (Versión 2019),CantaJuego,33
0.493,0.898,11,-3.964,0,0.0565,0.00293,0.0,0.96,0.404,120.018,audio_features,2xuv7LMC2lVXJ0nh3rtd70,236907,4,"It's My Life - Recorded Live @ Nokia Theatre Times Square, NYC, September 19, 2005",Bon Jovi,17
0.689,0.694,6,-5.83,0,0.027,0.257,0.0,0.148,0.482,99.039,audio_features,47BBI51FKFwOMlIiX6m8ya,213307,4,I Want It That Way,Backstreet Boys,84
0.806,0.875,7,-3.817,1,0.088,0.0838,0.00192,0.065,0.917,125.063,audio_features,3pDhN3qB33AOPhQEkUCaWt,224693,4,Limbo,Daddy Yankee,76
0.783,0.748,8,-4.683,1,0.0892,0.147,0.0,0.173,0.806,93.222,audio_features,4tPL9PeVZY4c0jUPtSD5nx,182747,4,Picky,Joey Montana,66
0.417,0.934,7,-3.908,0,0.119,0.000278,0.0015,0.132,0.287,127.066,audio_features,2DlHlPMa4M17kufBvI2lEN,210240,4,Chop Suey!,System Of A Down,86
0.417,0.934,7,-3.908,0,0.119,0.000278,0.0015,0.132,0.287,127.066,audio_features,2DlHlPMa4M17kufBvI2lEN,210240,4,Chop Suey!,System Of A Down,86
0.417,0.934,7,-3.908,0,0.119,0.000278,0.0015,0.132,0.287,127.066,audio_features,2DlHlPMa4M17kufBvI2lEN,210240,4,Chop Suey!,System Of A Down,86
0.553,0.362,4,-11.218,0,0.0263,0.0458,6.01e-06,0.075,0.158,142.352,audio_features,0nLiqZ6A27jJri2VCalIUs,388267,3,Nothing Else Matters,Metallica,82
0.841,0.522,10,-5.963,0,0.049,0.0168,1.37e-06,0.188,0.616,99.059,audio_features,5BrTUo0xP1wKXLJWUaGFtk,264947,4,Loyal (feat. Lil Wayne & Tyga),Chris Brown,77
0.8,0.795,6,-5.835,1,0.0626,0.131,9.02e-05,0.221,0.528,106.031,audio_features,4rHmKlFRiFzabiVO6e9w2e,227813,4,Bon Appétit,Katy Perry,67
0.689,0.881,1,-6.756,0,0.22,0.189,2.12e-06,0.0512,0.761,143.934,audio_features,7HJw3o8R9YAJCTerSxYDw9,316240,4,Mile Ho Tum,Himesh Reshammiya,24
0.421,0.791,9,-4.998,1,0.0496,0.0117,1.48e-05,0.146,0.499,130.075,audio_features,6kwAbEjseqBob48jCus7Sz,257200,4,Elastic Heart,Sia,80
0.783,0.806,11,-5.449,1,0.0763,0.179,0.000113,0.341,0.576,127.98,audio_features,2A17TySL9lcoRTA28w9yfB,197680,4,La La La (Brazil 2014) (feat. Carlinhos Brown),Shakira,61
0.433,0.725,5,-6.326,0,0.0358,0.102,0.0,0.0979,0.669,173.993,audio_features,2NttzQ2kuVFFmEa8q4rsbu,267461,4,Lost on You,LP,76
0.433,0.725,5,-6.326,0,0.0358,0.102,0.0,0.0979,0.669,173.993,audio_features,2NttzQ2kuVFFmEa8q4rsbu,267461,4,Lost on You,LP,76
0.694,0.81,11,-3.556,0,0.0661,0.122,0.0,0.141,0.824,137.968,audio_features,2Sh4sAOfnSHEVKFyysxzat,206867,4,Can't Remember to Forget You (feat. Rihanna),Shakira,70
0.725,0.903,0,-2.955,1,0.0658,0.0344,0.0,0.183,0.946,142.006,audio_features,00i0O74dXdaKKdCrqHnfXm,211680,4,La Mordidita (feat. Yotuel),Ricky Martin,69
0.702,0.73,0,-5.173,0,0.099,0.425,1.25e-06,0.148,0.879,173.967,audio_features,1iEwyiSLAunPR6uouANE0O,206693,4,El Perdedor,Maluma,76
0.331,0.943,4,-3.188,0,0.0698,0.00721,2.06e-06,0.242,0.296,94.612,audio_features,0COqiPhxzoWICwFCS4eZcp,235893,4,Bring Me To Life,Evanescence,86
0.782,0.685,4,-6.237,1,0.0309,0.166,1.18e-05,0.16,0.603,118.016,audio_features,7vFoFDWqTX0mHzLfrF1Cfy,180566,4,Cheerleader (Felix Jaehn Remix) - Radio Edit,OMI,80
0.782,0.685,4,-6.237,1,0.0309,0.166,1.18e-05,0.16,0.603,118.016,audio_features,7vFoFDWqTX0mHzLfrF1Cfy,180566,4,Cheerleader (Felix Jaehn Remix) - Radio Edit,OMI,80
0.725,0.912,9,-3.665,0,0.0851,0.155,7.68e-05,0.107,0.674,104.054,audio_features,4tjLYTXFqZhkUDga4bQ0yl,184433,4,"Dilbar (From ""Satyameva Jayate"")",Neha Kakkar,73
0.725,0.912,9,-3.665,0,0.0851,0.155,7.68e-05,0.107,0.674,104.054,audio_features,4tjLYTXFqZhkUDga4bQ0yl,184433,4,"Dilbar (From ""Satyameva Jayate"")",Neha Kakkar,73
0.23,0.225,1,-22.909,0,0.0362,0.346,0.898,0.113,0.0364,81.745,audio_features,3xRqfJSOEeWLimbfjUEhPH,164114,4,How Far I'll Go (from Moana) (Originally Performed by Auli'i Cavalho) - Instrumental Version,KaraokePro,17
0.71,0.799,6,-4.897,1,0.0328,0.22,0.000602,0.349,0.725,120.372,audio_features,4y1LsJpmMti1PfRQV9AWWe,238267,4,Girls Just Want to Have Fun,Cyndi Lauper,82
