danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,duration_ms,time_signature,song_name,artist_name,popularity
0.779,0.589,5,-10.645,1,0.0345,0.332,0.0,0.12,0.894,128.044,audio_features,27ze5t5tIDPlVits0KRbxT,215213,4,El Perdedor,Aventura,78
0.788,0.876,4,-4.121,0,0.13,0.0962,0.0,0.0648,0.693,99.996,audio_features,5wq55P6xQRrwJMNpFVoHCh,235200,4,Ishq Ka Raja,Addy Nagar,51
0.718,0.679,4,-6.216,0,0.197,0.0298,0.0,0.126,0.669,175.982,audio_features,2biG396b4oY4gHJJRtjUIo,199933,4,Tranquila,J Balvin,59
0.683,0.53,5,-4.918,0,0.142,0.207,0.0,0.394,0.645,75.016,audio_features,7F9vK8hNFMml4GtHsaXui6,190428,4,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,69
0.607,0.52,7,-10.84,0,0.31,0.123,0.0,0.119,0.919,180.107,audio_features,4aL9YT977aLLBNYGvUocNZ,183000,3,Bachpan Ka Pyaar,Badshah,56
0.863,0.741,1,-4.294,0,0.194,0.302,0.0,0.215,0.682,105.037,audio_features,7r48j4khJzIT2uqcIU33ax,160000,4,Lala Lori,Fazilpuria,59
0.746,0.653,7,-6.745,1,0.289,0.378,0.0,0.229,0.672,75.016,audio_features,2EEeOnHehOozLq4aS0n6SL,253107,4,iSpy (feat. Lil Yachty),KYLE,72
0.272,0.648,8,-6.278,0,0.0773,0.089,1.85e-06,0.105,0.247,86.998,audio_features,5CpcibG8alDQ0OXp3A98bX,238621,4,On & On - Cartoon x HAVSUN x WAYOUT Remix,Cartoon,41
0.548,0.723,6,-6.002,1,0.0375,0.0969,1.28e-05,0.337,0.499,125.088,audio_features,4zLBcDtvYNVtF9fnG6lme3,179960,4,Sun Goes Down (feat. Jasmine Thompson) - Radio Mix,Robin Schulz,70
0.624,0.654,8,-6.582,0,0.183,0.577,0.0,0.104,0.564,73.898,audio_features,7Lf7oSEVdzZqTA0kEDSlS5,288333,4,Cry Me a River,Justin Timberlake,78
0.774,0.574,11,-6.848,0,0.0633,0.0113,0.0,0.11,0.42,130.017,audio_features,4BKKOpYUypuaDG8z2IvZnE,286615,4,Meet Me Halfway (Made Famous by Black Eyed Peas),The Pop Heroes,4
0.653,0.809,0,-4.057,1,0.0474,0.194,0.0,0.165,0.55,92.213,audio_features,5CLGzJsGqhCEECcpnFQA8x,210773,4,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,74
0.713,0.817,9,-2.898,0,0.0274,0.356,4.19e-05,0.0877,0.758,127.933,audio_features,4vOWNHRx4FGlQhs0pyxgJl,269120,4,Quien Sabe,NATTI NATASHA,54
0.785,0.881,8,-4.205,0,0.0505,0.212,0.0,0.754,0.728,113.999,audio_features,2sNdwUjGOIxflMLZRmwRY9,239493,4,Virtual Diva,Don Omar,50
0.794,0.546,11,-7.729,1,0.314,0.132,1.58e-06,0.139,0.759,175.96,audio_features,5n2XTRsYFlZwNBp06KAjDX,190996,4,Madura,Cosculluela,82
0.553,0.502,0,-5.972,1,0.0409,0.299,0.0,0.764,0.296,129.976,audio_features,2rbDhOo9Fh61Bbu23T2qCk,210200,4,Always Remember Us This Way,Lady Gaga,84
0.815,0.715,4,-4.65,0,0.207,0.3,4.83e-06,0.091,0.786,176.007,audio_features,1mohfLaTJtB2RplHLQVM70,345241,4,La Jeepeta - Remix,Nio Garcia,72
0.6,0.426,4,-5.072,1,0.0323,0.587,4.52e-06,0.114,0.579,148.381,audio_features,1MTN9xySAtv9p5XpttCtvi,210453,3,Quien Sabe Tú,Marco Antonio Solís,42
0.774,0.753,4,-5.446,0,0.0517,0.152,0.0,0.0371,0.896,119.002,audio_features,76hfruVvmfQbw0eYn1nmeC,219147,4,Cake By The Ocean,DNCE,83
0.742,0.713,1,-5.522,0,0.0303,0.0205,0.0,0.059,0.879,120.032,audio_features,7oUHzZKNKUTrlU7DYxhQ7v,189960,4,Maps,Maroon 5,75
0.742,0.713,1,-5.522,0,0.0303,0.0205,0.0,0.059,0.879,120.032,audio_features,7oUHzZKNKUTrlU7DYxhQ7v,189960,4,Maps,Maroon 5,75
0.725,0.86,1,-3.726,1,0.182,0.422,0.000284,0.0674,0.791,175.896,audio_features,2vmfvSoZBFAt9hhRoEByLi,230125,4,Volví,Aventura,80
0.622,0.807,5,-6.752,0,0.408,0.103,0.0,0.306,0.892,174.06,audio_features,6x4tKaOzfNJpEJHySoiJcs,220293,4,Mambo No. 5 (a Little Bit of...),Lou Bega,78
0.594,0.946,3,-4.521,1,0.452,0.0869,0.0,0.306,0.397,155.826,audio_features,70ATm56tH7OrQ1zurYssz0,283733,4,I Need A Doctor,Dr. Dre,72
0.589,0.827,11,-2.938,1,0.384,0.0143,0.00151,0.14,0.386,161.978,audio_features,5STdMlrBf6pqWiNE7WqxSi,256240,4,Many Men (Wish Death),50 Cent,80
0.706,0.884,10,-3.767,1,0.0435,0.292,0.0,0.344,0.506,90.036,audio_features,1TxgZRcy3kZ7JaEp88MDbC,210600,4,Tan Fácil,CNCO,61
0.481,0.649,2,-5.958,1,0.0276,0.355,0.0,0.945,0.296,137.448,audio_features,6D7UJO8ZPDWujC3tUeT7U0,389640,3,Sinônimos (Ao Vivo),Zé Ramalho,59
0.665,0.743,4,-4.434,1,0.0567,0.0604,0.0,0.959,0.658,131.573,audio_features,3GmJxfnUDrIs1iCfKUELFz,147748,4,Supera - Ao Vivo,Marília Mendonça,73
0.544,0.417,8,-4.387,1,0.0247,0.586,0.0,0.085,0.207,95.156,audio_features,3zl7j5ua8mF4JDYuxrfo01,265363,3,Perfect Symphony (Ed Sheeran & Andrea Bocelli),Ed Sheeran,69
0.715,0.622,4,-5.102,0,0.046,0.163,0.0,0.0948,0.808,80.015,audio_features,2rCbl9naJYhaxjLsfx88uM,195053,4,Pareja Del Año,Sebastian Yatra,74
0.625,0.76,5,-2.587,1,0.0328,0.406,0.0,0.0952,0.525,77.95,audio_features,1sCn4E8TSAc0NGtJNyfhap,247125,4,Coração Bandido,Marília Mendonça,59
0.443,0.509,2,-5.995,1,0.0536,0.615,0.0,0.472,0.69,160.984,audio_features,3AHOHHF7OXy1x461i5Vn6s,196380,4,Facas - Ao Vivo,Diego & Victor Hugo,24
0.796,0.798,1,-6.312,1,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,audio_features,6zSpb8dQRaw0M1dK8PBwQz,202735,4,Cold Heart - PNAU Remix,Elton John,85
0.664,0.971,2,-2.505,1,0.0567,0.0521,0.0,0.349,0.837,122.97,audio_features,6DzdTNTVWYHFYmxEgCB3Ec,206829,4,Sajanwa,Khesari Lal Yadav,40
0.467,0.637,9,-10.193,0,0.0467,0.679,0.002,0.0728,0.875,82.625,audio_features,5cuIwNK5CiVRITCRKywR2W,388560,4,Yeh Galiyan Yeh Chaubara,Lata Mangeshkar,26
0.595,0.621,0,-10.049,1,0.0367,0.0532,0.823,0.0861,0.741,76.0,audio_features,453OKdex6LkOVnOyRYAEZk,222825,4,Wavin’ Flag (In The Style Of K’naan),Karaoke - Ameritz,5
0.307,0.33,2,-10.454,1,0.0338,0.662,0.0,0.69,0.328,203.636,audio_features,4N9gzwamSUhe9oRuWgnmfJ,277947,4,Estoy Enamorado (with Pedro Capó) - Live Version,Thalia,62
0.919,0.622,1,-7.384,1,0.0997,0.228,4.24e-06,0.122,0.424,140.022,audio_features,59ywHNwwchG4nZJMLyxSzd,205803,4,Clout (feat. Cardi B),Offset,69
0.887,0.701,4,-5.892,0,0.0873,0.106,0.00948,0.0466,0.965,110.002,audio_features,48NXpYRuvv9izul4oXhqS9,315293,4,Salió El Sol,Don Omar,80
0.632,0.95,7,-2.85,0,0.111,0.482,0.0,0.84,0.596,154.006,audio_features,2wFnRPjuqwNySFiK0Qfg8L,174653,4,10% - Ao Vivo,Maiara & Maraisa,62
0.714,0.626,5,-4.655,0,0.423,0.26,0.0,0.284,0.512,76.625,audio_features,0LQsM0KYkSyCdN6TCo63vp,315440,4,"Fronteamos Porque Podemos (feat. Daddy Yankee, Yandel & Nengo Flow)",De La Ghetto,65
0.714,0.626,5,-4.655,0,0.423,0.26,0.0,0.284,0.512,76.625,audio_features,0LQsM0KYkSyCdN6TCo63vp,315440,4,"Fronteamos Porque Podemos (feat. Daddy Yankee, Yandel & Nengo Flow)",De La Ghetto,65
0.671,0.859,4,-3.922,0,0.0833,0.0313,0.0,0.267,0.39,139.931,audio_features,69BIczdH6QMnFx7dsSssN8,209355,4,DDU-DU DDU-DU,BLACKPINK,70
0.462,0.395,9,-9.376,1,0.0264,0.758,0.0,0.121,0.625,82.259,audio_features,1YYhDizHx7PnDhAhko6cDS,190160,4,"Take Me Home, Country Roads - Original Version",John Denver,76
0.719,0.757,2,-5.167,0,0.0849,0.137,0.0,0.129,0.489,147.024,audio_features,6wH3AP7b01vpzKYRJhreMy,198261,4,Black Swan,BTS,63
0.605,0.793,7,-3.084,0,0.297,0.0825,0.0,0.124,0.647,184.032,audio_features,62pSYErgGri97X9aIyBzHm,196640,4,Got 2 Luv U (feat. Alexis Jordan),Sean Paul,68
0.425,0.954,1,-3.756,0,0.0476,0.00414,0.0,0.0555,0.933,178.043,audio_features,0Ph6L4l8dYUuXFmb71Ajnd,243160,4,Livin' la Vida Loca,Ricky Martin,77
0.54,0.578,10,-5.678,1,0.0345,0.396,1.61e-06,0.0805,0.893,200.063,audio_features,5UktVtaCS3KFmA0xBbFeEW,209720,4,Cuál Adiós,Banda Clave Nueva,47
0.529,0.614,9,-5.032,1,0.0479,0.215,0.0,0.277,0.141,92.972,audio_features,6KHL1En9v6iNWjcs44mcmU,249810,4,Secret Love Song (feat. Jason Derulo),Little Mix,78
0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,audio_features,3DmW6y7wTEYHJZlLo1r6XJ,206167,4,Shower,Becky G,79
0.836,0.575,8,-6.109,1,0.0441,0.452,2.29e-05,0.0585,0.977,112.509,audio_features,6GTX6TGcHEWHoxHXPSVbJ2,153493,3,Hermosa Experiencia,Banda MS de Sergio Lizárraga,75
0.676,0.51,5,-5.706,0,0.024,0.465,0.0,0.191,0.432,81.965,audio_features,4FRoBVWR59XRswXarBOqh2,281453,4,Thương Lắm Thầy Cô Ơi,Bé Phan Hiếu Kiên,0
0.905,0.962,4,-3.197,1,0.0856,0.0299,0.0,0.0272,0.906,129.969,audio_features,7GNRUsU3M4XNDDB9xle5Dz,174647,4,That That (prod.&feat. SUGA of BTS),PSY,75
0.905,0.962,4,-3.197,1,0.0856,0.0299,0.0,0.0272,0.906,129.969,audio_features,7GNRUsU3M4XNDDB9xle5Dz,174647,4,That That (prod.&feat. SUGA of BTS),PSY,75
0.853,0.606,0,-4.596,1,0.0713,0.0561,0.0,0.313,0.654,94.759,audio_features,3WkibOpDF7cQ5xntM1epyf,227600,4,It Wasn't Me,Shaggy,81
0.854,0.682,9,-5.818,0,0.069,0.374,0.0,0.0697,0.887,98.023,audio_features,0u8aj0c4IxeVSLTUuuq9V5,179000,4,Você Partiu Meu Coração (feat. Anitta & Wesley Safadão),Nego do Borel,56
0.561,0.431,10,-8.81,1,0.0578,0.768,1.42e-05,0.106,0.137,143.875,audio_features,5wANPM4fQCJwkGd4rN57mH,242013,4,drivers license,Olivia Rodrigo,87
0.731,0.853,10,-4.219,0,0.0363,0.0352,0.0,0.268,0.605,108.016,audio_features,1di1BEgJYzPvXUuinsYJGP,225360,4,Everybody (Backstreet's Back) - Radio Edit,Backstreet Boys,78
0.731,0.853,10,-4.219,0,0.0363,0.0352,0.0,0.268,0.605,108.016,audio_features,1di1BEgJYzPvXUuinsYJGP,225360,4,Everybody (Backstreet's Back) - Radio Edit,Backstreet Boys,78
0.698,0.505,6,-8.242,0,0.0356,0.354,0.0,0.0995,0.396,95.868,audio_features,1418IuVKQPTYqt7QNJ9RXN,194654,4,Maan Meri Jaan,King,81
0.464,0.536,1,-8.372,0,0.0472,0.159,0.0,0.0969,0.252,145.772,audio_features,15AbuFJdFrbINydSMSqVhV,258533,4,Aléjate de Mí,Camila,73
0.589,0.412,9,-7.161,1,0.0305,0.768,0.0,0.154,0.376,126.993,audio_features,4n0Qw1r6TnrFu6oKbxZCGW,229599,4,Deus e Eu,Leandro Borges,35
0.823,0.537,8,-2.627,1,0.211,0.176,3.75e-06,0.124,0.608,175.965,audio_features,4loQgPwJHocL3dFwLfjb1J,231595,4,Reloj,Rauw Alejandro,73
0.47,0.751,10,-5.598,1,0.0481,0.558,0.0,0.099,0.502,91.423,audio_features,6FlasfqslGXjf6QiDIeyka,223827,4,Loo (Aghani Men Hayati),Saif Nabeel,13
0.708,0.959,1,-1.338,1,0.0604,0.0296,0.00188,0.107,0.644,128.981,audio_features,3Hz3tTQwOdM6XkA0ALB2G9,206867,4,Feel Special,TWICE,73
0.684,0.58,4,-7.682,0,0.133,0.672,0.0,0.135,0.233,89.954,audio_features,3elpkpwYlmUbuvmVps08lJ,218045,4,Te Ire A Buscar,Santa Fe Klan,75
0.383,0.637,3,-6.993,1,0.0703,0.0722,0.0,0.368,0.0827,177.913,audio_features,2RSHsoi04658QL5xgQVov3,260773,4,Bad Liar,Imagine Dragons,83
0.526,0.86,8,-3.37,1,0.027,0.0406,0.0,0.129,0.403,91.955,audio_features,1OBAWkIciXl8rmbKtrp9ZG,326440,4,Pretender,OFFICIAL HIGE DANDISM,42
0.623,0.692,2,-5.122,1,0.0504,0.328,0.0,0.153,0.566,79.899,audio_features,6iaSML1PIYq936g62BDtBq,240051,4,Robbery,Juice WRLD,82
0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,audio_features,1G391cbiT3v3Cywg8T7DM1,215907,4,Scar Tissue,Red Hot Chili Peppers,85
0.901,0.939,6,-2.762,1,0.274,0.117,0.0,0.0643,0.805,142.948,audio_features,205HNJ73cgpC0LAOnuQiWT,356347,4,Bande organisée,Kofs,70
0.444,0.5,1,-7.706,0,0.0666,0.804,2.05e-06,0.108,0.271,147.757,audio_features,5hiQSNo6jQbQ2m2gBZs7bU,195598,4,Etnaset,Muslim - مُسلِم,63
0.657,0.56,6,-9.049,0,0.0467,0.498,0.0,0.0794,0.854,161.993,audio_features,7xapw9Oy21WpfEcib2ErSA,182947,4,Mistletoe,Justin Bieber,90
0.679,0.921,1,-4.416,0,0.0362,0.0799,1.41e-06,0.0636,0.755,131.084,audio_features,1iF6lrJludTZmfgMgXPqSe,251514,4,Nachange Saari Raat,Meet Bros.,61
0.721,0.875,6,-1.166,1,0.0783,0.241,0.000105,0.382,0.692,141.994,audio_features,3c0CJ0DBgsGZ7I79lyx02Z,215080,4,Like Ooh-Ahh,TWICE,68
0.762,0.77,5,-2.758,1,0.223,0.138,0.0,0.15,0.631,177.998,audio_features,4HzqWEdAbzcVFDv0pvxV4w,201181,4,Sobrio,Maluma,75
0.454,0.865,4,-3.841,1,0.0561,0.0323,0.0,0.186,0.34,166.018,audio_features,5XHf9PBxxHmJFuiDkGNIOA,225760,4,Wish You Were Here,Avril Lavigne,69
0.567,0.73,9,-6.748,0,0.213,0.353,1.73e-06,0.154,0.525,87.237,audio_features,2iCOdoyDmWG3hWkbtH1KB2,225520,4,Amantes de una Noche,NATTI NATASHA,68
0.53,0.67,9,-6.88,1,0.0285,0.0162,0.0,0.357,0.298,140.006,audio_features,09gRpaf5o5YxLY8ZC6MsD4,311556,4,ห้องนอน,FRIDAY NIGHT to SUNDAY,47
0.86,0.641,7,-2.149,1,0.219,0.689,0.00331,0.107,0.432,92.013,audio_features,43SMQMC2X2fAOuTPRnSGrG,170762,4,Tu No Metes Cabra,Bad Bunny,70
0.649,0.997,7,-0.019,0,0.105,0.102,0.00114,0.397,0.73,139.92,audio_features,076xlNcwTyAeXShmWD5z3h,162145,4,Lal Dupatta,Antra Singh Priyanka,24
0.786,0.764,11,-2.935,1,0.0798,0.122,0.0,0.102,0.913,90.979,audio_features,3ao3OVxHlb3C08vAaApUlm,163880,4,Imposible,Luis Fonsi,60
0.735,0.711,0,-3.994,0,0.139,0.0702,9.65e-06,0.0815,0.468,170.079,audio_features,4Ncb133Kh76zENJnLdk05V,179732,4,Pour It Up,Aida Rojo,18
0.391,0.415,4,-11.343,0,0.0444,0.699,2.18e-05,0.0926,0.571,149.421,audio_features,5R7XLW00hHv3tFCgj1s5GD,384613,3,Dhire Dhire,Kumar Sanu,5
0.634,0.949,10,-2.786,1,0.0826,0.494,0.00101,0.27,0.336,130.005,audio_features,3a6If7rSOtZmGHpwfj2SKr,179600,4,We Are the Champions (Ding a Dang Dong) - Radio Edit,Crazy Frog,52
0.792,0.701,5,-4.298,0,0.0635,0.464,0.0014,0.188,0.498,132.036,audio_features,16Wykyp646Oc5hCeYXNipW,139445,4,Modo Safado,Zé Felipe,58
0.396,0.575,0,-6.793,1,0.0767,0.508,0.0,0.961,0.322,151.895,audio_features,4ToSegPTNl2894LRte8ice,244440,4,Equivocada - Live Version,Thalia,62
0.779,0.445,7,-5.59,1,0.0329,0.111,5.44e-06,0.0992,0.642,126.007,audio_features,2yGNkkwU2iT0doFxkxhcXH,248120,4,Tengo Que Colgar,Banda MS de Sergio Lizárraga,68
0.459,0.837,9,-9.168,1,0.0592,0.685,0.0,0.173,0.729,88.942,audio_features,5rzKf4kvAXeMewlN4jeATD,632960,4,Sandese Aate Hai,Sonu Nigam,59
0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,audio_features,6Qyc6fS4DsZjB2mRW9DsQs,289533,3,Iris,The Goo Goo Dolls,88
0.614,0.782,2,-4.603,1,0.0605,0.381,0.0,0.399,0.77,167.95,audio_features,74n5d5M21JnC4WJ6gdkggK,141935,4,Propaganda - Ao Vivo,Jorge & Mateus,70
0.818,0.913,4,-3.06,0,0.0426,0.093,3.69e-05,0.161,0.536,119.986,audio_features,1vvNmPOiUuyCbgWmtc6yfm,219160,4,My Way,Calvin Harris,80
0.815,0.761,4,-7.162,0,0.144,0.192,0.0,0.0272,0.82,121.999,audio_features,3KeMulXbLDJBQdY5PZbGEh,200219,4,Param Sundari,A.R. Rahman,71
0.747,0.57,1,-6.711,1,0.081,0.0642,0.0,0.0832,0.65,133.992,audio_features,0PG9fbaaHFHfre2gUVo7AN,200890,4,Please Me,Cardi B,78
0.775,0.452,0,-4.243,1,0.0311,0.58,0.0,0.17,0.606,129.941,audio_features,3VK8copXwqvAueMPhnBe6K,234360,3,Siempre Te Voy A Querer,Calibre 50,70
0.781,0.553,5,-4.598,1,0.0454,0.622,1.61e-06,0.0832,0.832,145.06,audio_features,1O18MtSAMUk7JfAVB8gGzs,190773,3,Háblame De Ti,Banda MS de Sergio Lizárraga,77
0.829,0.665,2,-8.128,1,0.0868,0.242,1.75e-05,0.123,0.861,122.043,audio_features,5EYZZvmNAH5VZCwuzYJqoA,275931,4,Chand Sifarish,Jatin-Lalit,72
0.676,0.844,7,-3.396,1,0.109,0.498,0.0,0.866,0.716,159.969,audio_features,1aPl8QT8gtcPmOwpMH2Fyj,172767,4,Atrasadinha - Live,Felipe Araújo,50
0.74,0.74,5,-3.647,0,0.0686,0.205,0.0,0.107,0.717,93.95,audio_features,2XVilv6s9GETnw9PG4T9Mz,219600,4,El Préstamo,Maluma,64
0.706,0.505,8,-6.923,1,0.193,0.142,0.0,0.164,0.388,160.053,audio_features,37F0uwRSrdzkBiuj0D5UHI,218880,4,Reminder,The Weeknd,88
0.642,0.442,8,-9.115,1,0.074,0.491,1.58e-06,0.102,0.465,148.01,audio_features,4NUt1fcnO9aQAELBgXq3Kr,231773,4,Me Dediqué a Perderte,Alejandro Fernández,79
0.629,0.703,2,-4.875,1,0.0504,0.519,0.0,0.11,0.402,144.016,audio_features,0PQySLQIY1UmBPDDP1SZhG,290973,4,Amiga mía,Alejandro Sanz,36
0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.347,125.971,audio_features,0PvFJmanyNQMseIFrU708S,190476,4,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,80
0.621,0.743,3,-3.864,1,0.0738,0.281,0.0,0.411,0.581,111.454,audio_features,4E6RdcCWMiHTu7zy1VTNDo,154661,4,Todo Mundo Vai Sofrer - Ao Vivo,Marília Mendonça,67
0.556,0.874,0,-2.651,1,0.0497,0.316,4.55e-06,0.753,0.48,117.849,audio_features,0RXnXOh54K7pzfx02TCyuX,174118,4,Na Hora Da Raiva - Ao Vivo,Henrique & Juliano,61
0.229,0.46,3,-9.077,1,0.0319,0.681,0.00104,0.182,0.333,71.499,audio_features,6GDIW3Le2tM0hMWD3pvefH,246435,4,ถ้าเธอรักใครคนหนึ่ง OST.บุพเพสันนิวาส 2,Ink Waruntorn,55
0.805,0.595,7,-6.955,1,0.213,0.593,0.0,0.0811,0.668,74.994,audio_features,7tMm2p8yiDvv0yz21OLcmi,189400,4,HIGH - Jonz Brytiago,Dominio,47
0.72,0.681,11,-8.042,1,0.0941,0.375,0.0,0.17,0.13,95.949,audio_features,5BKKKNwrebowaMoUdBaNby,270000,4,Tu Aake Dekhle,King,78
0.417,0.332,4,-9.482,1,0.0494,0.773,1.95e-05,0.109,0.172,119.156,audio_features,74sb4Gib0cL3TQeCjYF8vh,253208,4,Lay Me Down,Sam Smith,73
0.647,0.661,11,-5.027,1,0.2,0.121,2.27e-06,0.12,0.811,113.358,audio_features,7fODjB7BrQTGqh0hogW6XD,305962,5,Que Mas Pues - Remix,Sech,71
0.562,0.939,0,-4.282,1,0.0475,0.046,0.0,0.112,0.684,116.044,audio_features,1nInOsHbtotAmEOQhtvnzP,221947,4,Stronger (What Doesn't Kill You),Kelly Clarkson,78
0.694,0.957,9,-3.115,0,0.171,0.0243,3.4e-06,0.108,0.505,106.002,audio_features,6DRGwsUFQrNerxRexK7KMB,194880,4,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello),Pitbull,65
0.843,0.768,11,-4.554,0,0.117,0.256,0.0,0.614,0.662,139.998,audio_features,1QZRCi2Z1DQQaR6bGAzhtN,224444,4,Love Dose,Yo Yo Honey Singh,76
0.843,0.768,11,-4.554,0,0.117,0.256,0.0,0.614,0.662,139.998,audio_features,1QZRCi2Z1DQQaR6bGAzhtN,224444,4,Love Dose,Yo Yo Honey Singh,76
0.584,0.268,3,-9.54,1,0.0258,0.857,0.0,0.142,0.441,85.949,audio_features,0FHNqVPxu14WivXR4Y2hFr,163333,4,Creo en Ti,Reik,61
0.705,0.805,4,-4.887,0,0.0595,0.134,0.000139,0.367,0.887,120.022,audio_features,1nAGuIZXz6vb8XW0xiMqic,223493,4,Papi,Jennifer Lopez,60
0.613,0.697,2,-8.618,1,0.133,0.0194,0.0,0.332,0.476,122.746,audio_features,0DiWol3AO6WpXZgp0goxAV,320357,4,One More Time,Daft Punk,78
0.315,0.391,10,-16.064,1,0.0407,0.0641,0.0,0.292,0.553,83.16,audio_features,2mFG5xZ9Uz9v4ks0QnwK5i,239067,4,"Circle of Life - From ""The Lion King"" Soundtrack",Carmen Twillie,39
0.429,0.948,5,-3.657,0,0.227,0.00711,0.0148,0.0812,0.55,115.785,audio_features,5i7fZq3chLyCHo3VeB6goD,261517,3,First of the Year (Equinox),Skrillex,66
0.23,0.536,10,-10.943,1,0.0339,0.241,0.949,0.108,0.215,167.529,audio_features,5RxiIuENeUT7hWmDPKBzD1,239971,4,Circle of Life (From 'the Lion King') [Originally Performed by Carmen Twillie & Lebo M] - Karaoke Instrumental Version,Hit The Button Karaoke,3
0.773,0.747,5,-4.061,1,0.0885,0.0242,8.99e-06,0.109,0.801,126.014,audio_features,0ErK6K0kYr0Ow2RkPMhmMs,246240,4,Shout Out to My Ex,Little Mix,75
0.651,0.695,6,-3.218,1,0.0487,0.23,0.0,0.144,0.569,123.008,audio_features,3sP3c86WFjOzHHnbhhZcLA,205347,4,Give Your Heart a Break,Demi Lovato,73
0.925,0.449,5,-7.158,0,0.0389,0.269,0.00055,0.0932,0.445,99.95,audio_features,3NsgELeQcsGaOlIW5EvpaS,235639,4,Moscow Mule (Tribute Version Originally Performed By Bad Bunny),Hits Capital 200,5
0.804,0.674,5,-5.453,0,0.0333,0.294,1.18e-06,0.115,0.292,99.968,audio_features,6Xom58OOXk2SoU711L2IXO,245940,4,Moscow Mule,Bad Bunny,84
0.813,0.809,3,-5.382,0,0.0846,0.102,1.37e-06,0.377,0.646,93.005,audio_features,1WedZeiezCmCEOzLwhx0hV,393280,4,Poblado - Remix,J Balvin,71
0.534,0.583,2,-8.672,1,0.0288,0.0262,0.0,0.421,0.145,106.0,audio_features,64PgpLHuQK3UJ5qZ875Vei,231547,4,Save That Shit,Lil Peep,79
0.681,0.314,8,-9.319,1,0.0581,0.2,9.82e-06,0.1,0.166,139.992,audio_features,6mapJIPnQ23RTAevUoE0DL,208120,4,Swang,Rae Sremmurd,77
0.772,0.758,9,-3.891,1,0.0482,0.0433,0.0,0.295,0.654,115.977,audio_features,5Km4r87BoX2qqtoprYS1gh,265240,4,LOCATION,KAROL G,61
0.799,0.843,1,-4.679,1,0.3,0.00424,0.0,0.379,0.781,160.47,audio_features,69YY68QbEf9o1LILdwzepA,144327,4,Juju On That Beat,Zay Hilfigerrr & Zayion McCall,50
0.854,0.747,7,-4.149,1,0.0402,0.569,0.0,0.136,0.649,104.956,audio_features,74i0ocFuhVOLp3f5kNKjeT,204573,4,Não Deixo Não,Mano Walter,56
0.58,0.768,7,-3.483,1,0.0382,0.485,0.0,0.452,0.675,134.96,audio_features,1xFgXCY8Zvo76gHg4RgUaU,195370,4,Sosseguei - Ao Vivo,Jorge & Mateus,60
0.697,0.691,2,-4.757,1,0.146,0.214,0.0,0.185,0.305,137.853,audio_features,1PSBzsahR2AKwLJgx8ehBj,239293,4,Bad Things (with Camila Cabello),Machine Gun Kelly,74
0.489,0.867,4,-3.121,0,0.071,0.025,0.0,0.586,0.409,162.131,audio_features,3jZomvOBa5qfTo5HkqI1p5,157293,4,One Way or Another (Teenage Kicks),One Direction,66
0.856,0.641,11,-4.64,0,0.204,0.119,4.97e-06,0.427,0.745,111.004,audio_features,11VApNQCWLJdzxWrlmwzUa,206221,4,Say So (feat. Nicki Minaj),Doja Cat,61
0.856,0.641,11,-4.64,0,0.204,0.119,4.97e-06,0.427,0.745,111.004,audio_features,11VApNQCWLJdzxWrlmwzUa,206221,4,Say So (feat. Nicki Minaj),Doja Cat,61
0.7,0.742,5,-6.777,0,0.0716,0.0722,0.0199,0.11,0.197,91.959,audio_features,2oaK4JLVnmRGIO9ytBE1bt,302000,4,Dark Necessities,Red Hot Chili Peppers,76
0.679,0.474,6,-6.323,1,0.0294,0.546,0.00149,0.373,0.197,117.947,audio_features,4B1sb2YVO03sBmyR8bvzEB,265733,4,Pero Me Acuerdo de Tí,Christina Aguilera,67
0.583,0.61,5,-5.639,0,0.0382,0.00425,0.000105,0.14,0.336,114.06,audio_features,3uwnnTQcHM1rDqSfA4gQNz,214740,4,Cool for the Summer,Demi Lovato,81
0.723,0.698,0,-3.155,0,0.287,0.209,0.000795,0.0513,0.529,169.837,audio_features,170bb45dHeLQdCZjAltIiB,146431,4,Hornn Blow,Harrdy Sandhu,67
0.841,0.774,6,-4.963,0,0.0421,0.117,2.66e-06,0.0674,0.494,95.006,audio_features,3KZCP2StVGdWkOKyRZNWA4,192120,4,Es un Secreto,Plan B,86
0.855,0.463,3,-7.454,1,0.0367,0.217,1.77e-05,0.347,0.866,102.931,audio_features,7BoobGhD4x5K96Me0hqC8Q,122773,4,Build a Bitch,Bella Poarch,74
0.248,0.75,7,-2.964,1,0.0397,0.318,0.0,0.211,0.18,70.679,audio_features,3lI5dscCDez8cF6LF3Me7F,215112,3,Ecos De Amor,Jesse & Joy,74
